trial	xdat	lat	fstCorrect	ErrCorr	AS	Count	Desc
65	132	93	TRUE	FALSE	AS	1	
66	133	NA	FALSE	FALSE	AS	-1	moving (4.223 px/60Hz) before target onset
67	132	135	TRUE	FALSE	AS	1	
68	133	NA	FALSE	FALSE	AS	-1	start pos too far from center fix
69	132	149	TRUE	FALSE	AS	1	
70	133	NA	FALSE	FALSE	AS	-1	< 30% tracking for samples of interest
71	133	NA	FALSE	FALSE	AS	-1	moving (14.694 px/60Hz) before target onset
72	132	168	TRUE	FALSE	AS	1	
73	132	NA	FALSE	FALSE	AS	-1	average fixpos(28.112500) is off from baseline(130.500000)!
74	133	144	TRUE	FALSE	AS	1	
75	132	243	TRUE	FALSE	AS	1	
76	132	NA	FALSE	FALSE	AS	-1	average fixpos(202.912500) is off from baseline(130.500000)!
77	132	292	TRUE	FALSE	AS	1	
78	132	NA	FALSE	FALSE	AS	-1	average fixpos(219.537500) is off from baseline(130.500000)!
79	132	NA	FALSE	FALSE	AS	-1	average fixpos(231.025000) is off from baseline(130.500000)!
80	133	115	FALSE	TRUE	AS	2	
81	132	81	FALSE	TRUE	AS	2	
82	132	206	TRUE	FALSE	AS	1	
83	132	NA	FALSE	FALSE	AS	-1	average fixpos(202.450000) is off from baseline(130.500000)!
84	132	211	TRUE	FALSE	AS	1	
85	133	NA	FALSE	FALSE	AS	-1	moving (20.533 px/60Hz) before target onset
86	132	172	TRUE	FALSE	AS	1	
87	133	NA	FALSE	FALSE	AS	-1	average fixpos(211.337500) is off from baseline(130.500000)!
88	133	245	TRUE	FALSE	AS	1	
89	132	254	TRUE	FALSE	AS	1	
90	132	NA	FALSE	FALSE	AS	-1	moving (13.250 px/60Hz) before target onset
91	132	88	TRUE	FALSE	AS	1	
92	133	272	TRUE	FALSE	AS	1	
93	133	294	TRUE	FALSE	AS	1	
94	132	NA	FALSE	FALSE	AS	-1	blink before target onset
95	132	NA	FALSE	FALSE	AS	-1	moving (4.477 px/60Hz) before target onset
96	133	235	TRUE	FALSE	AS	1	
97	133	233	TRUE	FALSE	AS	1	
98	132	NA	FALSE	FALSE	AS	-1	blink before target onset
99	132	442	TRUE	FALSE	AS	1	
100	133	248	TRUE	FALSE	AS	1	
