"trial","xdat","lat","fstCorrect","ErrCorr","AS","Count","Desc","id","respuesta","estimulo"
39,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(232.612500) is off from baseline(130.500000)!",576,"drop","neutral"
40,133,191,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
41,132,204,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
42,132,314,TRUE,FALSE,"AS",1,"",576,"correct","food"
43,132,NA,FALSE,FALSE,"AS",-1,"moving (29.198 px/60Hz) before target onset",576,"drop","food"
44,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(195.262500) is off from baseline(130.500000)!",576,"drop","food"
45,133,127,FALSE,TRUE,"AS",2,"",576,"incorrect","neutral"
46,132,154,FALSE,TRUE,"AS",2,"",576,"incorrect","neutral"
47,133,216,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
48,132,NA,FALSE,FALSE,"AS",-1,"moving (35.953 px/60Hz) before target onset",576,"drop","food"
49,132,68,FALSE,TRUE,"AS",2,"",576,"incorrect","food"
50,132,179,TRUE,FALSE,"AS",1,"",576,"correct","food"
51,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(211.137500) is off from baseline(130.500000)!",576,"drop","food"
52,133,NA,FALSE,FALSE,"AS",-1,"moving (4.170 px/60Hz) before target onset",576,"drop","neutral"
53,132,216,TRUE,FALSE,"AS",1,"",576,"correct","food"
54,133,NA,FALSE,FALSE,"AS",-1,"moving (7.310 px/60Hz) before target onset",576,"drop","neutral"
55,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(213.325000) is off from baseline(130.500000)!",576,"drop","food"
56,132,154,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
57,132,172,TRUE,FALSE,"AS",1,"",576,"correct","food"
58,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(194.375000) is off from baseline(130.500000)!",576,"drop","food"
59,132,78,FALSE,FALSE,"AS",0,"",576,"incorrect","neutral"
60,132,194,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
61,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(182.262500) is off from baseline(130.500000)!",576,"drop","neutral"
62,132,196,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
63,132,252,FALSE,TRUE,"AS",2,"",576,"incorrect","neutral"
64,132,211,TRUE,FALSE,"AS",1,"",576,"correct","food"
65,132,93,TRUE,FALSE,"AS",1,"",576,"correct","food"
66,133,NA,FALSE,FALSE,"AS",-1,"moving (4.223 px/60Hz) before target onset",576,"drop","neutral"
67,132,135,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
68,133,NA,FALSE,FALSE,"AS",-1,"start pos too far from center fix",576,"drop","food"
69,132,149,TRUE,FALSE,"AS",1,"",576,"correct","food"
70,133,NA,FALSE,FALSE,"AS",-1,"< 30% tracking for samples of interest",576,"drop","food"
71,133,NA,FALSE,FALSE,"AS",-1,"moving (14.694 px/60Hz) before target onset",576,"drop","neutral"
72,132,168,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
73,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(28.112500) is off from baseline(130.500000)!",576,"drop","neutral"
74,133,144,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
75,132,243,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
76,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(202.912500) is off from baseline(130.500000)!",576,"drop","neutral"
77,132,292,TRUE,FALSE,"AS",1,"",576,"correct","food"
78,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(219.537500) is off from baseline(130.500000)!",576,"drop","food"
79,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(231.025000) is off from baseline(130.500000)!",576,"drop","food"
80,133,115,FALSE,TRUE,"AS",2,"",576,"incorrect","food"
81,132,81,FALSE,TRUE,"AS",2,"",576,"incorrect","neutral"
82,132,206,TRUE,FALSE,"AS",1,"",576,"correct","food"
83,132,NA,FALSE,FALSE,"AS",-1,"average fixpos(202.450000) is off from baseline(130.500000)!",576,"drop","food"
84,132,211,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
85,133,NA,FALSE,FALSE,"AS",-1,"moving (20.533 px/60Hz) before target onset",576,"drop","food"
86,132,172,TRUE,FALSE,"AS",1,"",576,"correct","food"
87,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(211.337500) is off from baseline(130.500000)!",576,"drop","food"
88,133,245,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
89,132,254,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
90,132,NA,FALSE,FALSE,"AS",-1,"moving (13.250 px/60Hz) before target onset",576,"drop","food"
91,132,88,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
92,133,272,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
93,133,294,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
94,132,NA,FALSE,FALSE,"AS",-1,"blink before target onset",576,"drop","neutral"
95,132,NA,FALSE,FALSE,"AS",-1,"moving (4.477 px/60Hz) before target onset",576,"drop","food"
96,133,235,TRUE,FALSE,"AS",1,"",576,"correct","neutral"
97,133,233,TRUE,FALSE,"AS",1,"",576,"correct","food"
98,132,NA,FALSE,FALSE,"AS",-1,"blink before target onset",576,"drop","neutral"
99,132,442,TRUE,FALSE,"AS",1,"",576,"correct","food"
100,133,248,TRUE,FALSE,"AS",1,"",576,"correct","food"
1,132,277,TRUE,FALSE,"AS",1,"",7626,"correct","food"
2,133,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
3,132,191,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
4,133,199,TRUE,FALSE,"AS",1,"",7626,"correct","food"
5,133,208,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
6,132,235,TRUE,FALSE,"AS",1,"",7626,"correct","food"
7,133,189,TRUE,FALSE,"AS",1,"",7626,"correct","food"
8,133,231,TRUE,FALSE,"AS",1,"",7626,"correct","food"
9,133,218,TRUE,FALSE,"AS",1,"",7626,"correct","food"
10,133,194,TRUE,FALSE,"AS",1,"",7626,"correct","food"
11,132,184,TRUE,FALSE,"AS",1,"",7626,"correct","food"
12,132,199,TRUE,FALSE,"AS",1,"",7626,"correct","food"
13,133,179,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
14,133,186,TRUE,FALSE,"AS",1,"",7626,"correct","food"
15,132,194,TRUE,FALSE,"AS",1,"",7626,"correct","food"
16,132,206,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
17,133,201,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
18,133,115,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
19,133,228,TRUE,FALSE,"AS",1,"",7626,"correct","food"
20,133,NA,FALSE,FALSE,"AS",-1,"moving (12.951 px/60Hz) before target onset",7626,"drop","neutral"
21,133,309,TRUE,FALSE,"AS",1,"",7626,"correct","food"
22,133,211,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
23,133,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
24,132,235,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
25,133,208,TRUE,FALSE,"AS",1,"",7626,"correct","food"
26,132,243,TRUE,FALSE,"AS",1,"",7626,"correct","food"
27,132,201,TRUE,FALSE,"AS",1,"",7626,"correct","food"
28,132,213,TRUE,FALSE,"AS",1,"",7626,"correct","food"
29,132,213,TRUE,FALSE,"AS",1,"",7626,"correct","food"
30,132,206,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
31,133,167,TRUE,FALSE,"AS",1,"",7626,"correct","food"
32,133,233,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
33,133,231,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
34,132,208,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
35,133,176,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
36,132,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
37,132,213,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
38,132,159,FALSE,TRUE,"AS",2,"",7626,"incorrect","food"
39,133,122,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
40,133,172,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
41,132,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
42,132,199,TRUE,FALSE,"AS",1,"",7626,"correct","food"
43,132,154,TRUE,FALSE,"AS",1,"",7626,"correct","food"
44,133,174,TRUE,FALSE,"AS",1,"",7626,"correct","food"
45,133,NA,FALSE,FALSE,"AS",-1,"average fixpos(78.875000) is off from baseline(130.500000)!",7626,"drop","neutral"
46,132,127,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
47,133,184,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
48,132,157,TRUE,FALSE,"AS",1,"",7626,"correct","food"
49,132,221,TRUE,FALSE,"AS",1,"",7626,"correct","food"
50,132,164,TRUE,FALSE,"AS",1,"",7626,"correct","food"
51,133,196,TRUE,FALSE,"AS",1,"",7626,"correct","food"
52,133,159,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
53,132,240,TRUE,FALSE,"AS",1,"",7626,"correct","food"
54,133,120,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
55,132,169,TRUE,FALSE,"AS",1,"",7626,"correct","food"
56,132,238,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
57,132,208,TRUE,FALSE,"AS",1,"",7626,"correct","food"
58,133,218,TRUE,FALSE,"AS",1,"",7626,"correct","food"
59,132,137,FALSE,FALSE,"AS",0,"",7626,"incorrect","neutral"
60,132,137,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
61,133,221,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
62,132,207,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
63,132,157,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
64,132,240,TRUE,FALSE,"AS",1,"",7626,"correct","food"
65,132,206,TRUE,FALSE,"AS",1,"",7626,"correct","food"
66,133,218,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
67,132,201,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
68,133,216,TRUE,FALSE,"AS",1,"",7626,"correct","food"
69,132,191,TRUE,FALSE,"AS",1,"",7626,"correct","food"
70,133,137,FALSE,TRUE,"AS",2,"",7626,"incorrect","food"
71,133,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
72,132,NA,FALSE,FALSE,"AS",-1,"moving (10.926 px/60Hz) before target onset",7626,"drop","neutral"
73,132,201,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
74,133,206,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
75,132,157,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
76,132,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
77,132,179,TRUE,FALSE,"AS",1,"",7626,"correct","food"
78,132,204,TRUE,FALSE,"AS",1,"",7626,"correct","food"
79,132,211,TRUE,FALSE,"AS",1,"",7626,"correct","food"
80,133,181,TRUE,FALSE,"AS",1,"",7626,"correct","food"
81,132,164,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
82,132,199,TRUE,FALSE,"AS",1,"",7626,"correct","food"
83,132,68,TRUE,FALSE,"AS",1,"",7626,"correct","food"
84,132,189,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
85,133,213,TRUE,FALSE,"AS",1,"",7626,"correct","food"
86,132,184,TRUE,FALSE,"AS",1,"",7626,"correct","food"
87,133,149,TRUE,FALSE,"AS",1,"",7626,"correct","food"
88,133,184,FALSE,TRUE,"AS",2,"",7626,"incorrect","neutral"
89,132,176,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
90,132,NA,FALSE,FALSE,"AS",-1,"moving (5.237 px/60Hz) before target onset",7626,"drop","food"
91,132,186,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
92,133,216,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
93,133,181,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
94,132,NA,FALSE,FALSE,"AS",-1,"moving (13.084 px/60Hz) before target onset",7626,"drop","neutral"
95,132,272,TRUE,FALSE,"AS",1,"",7626,"correct","food"
96,133,221,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
97,133,167,TRUE,FALSE,"AS",1,"",7626,"correct","food"
98,132,228,TRUE,FALSE,"AS",1,"",7626,"correct","neutral"
99,132,169,TRUE,FALSE,"AS",1,"",7626,"correct","food"
100,133,221,TRUE,FALSE,"AS",1,"",7626,"correct","food"
